"source_row","record_key","cruise","station","survey","date","event","depth_id","bottle","depth_m","longitude","latitude","NO3_NO2_uM","H2PO4_uM","SiO2_uM","x_temperature","x_salinity","consensus_outlier","c","c0","y","u_raw_std","u_log_std","split","calib_10","calib_25","calib_50","calib_10_random_existing","sample_row_id"
3496,"ECOHAB_3|4005","ECOHAB_3","DC01",NA,20040922,"CTD153",4005,20,0,-125.01,47.94,0.2,0.12,10.3,14.02,32.07,FALSE,1,0,0.2,-1.48963013760616,-2.70196298025841,"test",0,0,0,0,113
6165,"ECOHAB_5|7542","ECOHAB_5","LBC08","Survey_2",20050920,"CTD178",7542,8,5,-126.13,48.29,0.2,0.22,3.3,16.62,31.93,FALSE,1,0,0.2,-1.33215223844359,-1.86705433003888,"test",0,0,0,0,114
7447,"ECOHAB_6|11999","ECOHAB_6","BC01","Survey_2",20061001,"CTD210",11999,9,0,-124.51,46.81,0.5,0.21,24.9,13.55,31.44,FALSE,1,0,0.5,-1.34790002835984,-1.93113231921744,"test",0,0,0,0,115
7448,"ECOHAB_6|12000","ECOHAB_6","BC01","Survey_2",20061001,"CTD210",12000,8,5,-124.51,46.81,1.7,0.28,24.6,13.56,31.43,FALSE,1,0,1.7,-1.23766549894604,-1.53487087188453,"test",0,0,0,0,116
599,"ECOHAB_1|864","ECOHAB_1","LAB05",NA,20030611,"CTD110",864,6,5,-125.34,48.33,2.3,0.33,4.4,12.17,31.5,FALSE,2,1,2.3,-1.15892654936476,-1.30855518821672,"test",0,0,0,0,117
818,"ECOHAB_1|1093","ECOHAB_1","DB07",NA,20030615,"CTD134",1093,7,10,-124.88,48.45,4.1,0.44,11.1,11.32,31.61,FALSE,2,1,4.1,-0.985700860285928,-0.912293740883808,"test",0,0,0,0,118
824,"ECOHAB_1|1102","ECOHAB_1","C08","Canyon_Survey",20030615,"CTD137",1102,5,5,-124.79,48.36,4.2,0.41,8.9,11.41,31.76,FALSE,2,1,4.2,-1.0329442300347,-1.00956438118768,"test",0,0,0,0,119
907,"ECOHAB_1|1230","ECOHAB_1","DB11",NA,20030616,"CTD152",1230,5,8,-124.99,48.56,3.8,0.43,8.9,11.19,31.65,FALSE,2,1,3.8,-1.00144865020219,-0.943960155435005,"test",0,0,0,0,120
1035,"ECOHAB_1|1396","ECOHAB_1","CB01","Survey_3",20030617,"CTD175",1396,5,0,-124.37,47.3,3.1,0.34,21.3,15.28,26.86,FALSE,2,1,3.1,-1.1431787594485,-1.26743486992907,"test",0,0,0,0,121
1412,"ECOHAB_2|1929","ECOHAB_2","CB02","Survey_1",20030901,"CTD004",1929,6,0,-124.47,47.27,1.5,0.3,10.8,11,32.96,FALSE,2,1,1.5,-1.20616991911353,-1.43983813356311,"test",0,0,0,0,122
1485,"ECOHAB_2|1983","ECOHAB_2","KB06","Survey_1",20030902,"CTD019",1983,10,10,-125.21,47.33,0.3,0.35,12.7,14.3,32.1,FALSE,2,1,0.3,-1.12743096953224,-1.2275066143443,"test",0,0,0,0,123
1581,"ECOHAB_2|2048","ECOHAB_2","OZ06","Survey_1",20030903,"CTD034",2048,8,10,-125.35,47.78,1.2,0.35,26.9,14.4,31.95,FALSE,2,1,1.2,-1.12743096953224,-1.2275066143443,"test",0,0,0,0,124
1591,"ECOHAB_2|2055","ECOHAB_2","OZ08","Survey_1",20030903,"CTD036",2055,9,0,-125.59,47.66,0.3,0.34,5.9,15.2,31.99,FALSE,2,1,0.3,-1.1431787594485,-1.26743486992907,"test",0,0,0,0,125
1592,"ECOHAB_2|2056","ECOHAB_2","OZ08","Survey_1",20030903,"CTD036",2056,8,5,-125.59,47.66,0.3,0.34,6,15.3,31.99,FALSE,2,1,0.3,-1.1431787594485,-1.26743486992907,"test",0,0,0,0,126
1814,"ECOHAB_2|2217","ECOHAB_2","LC09","Survey_1",20030906,"CTD076",2217,9,0,-126.23,48.43,1.6,0.44,22.7,13.5,32.05,FALSE,2,1,1.6,-0.985700860285928,-0.912293740883808,"test",0,0,0,0,127
2125,"ECOHAB_2|2484","ECOHAB_2","LB15","Survey_2",20030911,"CTD141",2484,9,0,-126.14,48.07,1.3,0.44,7.4,15.1,31.88,FALSE,2,1,1.3,-0.985700860285928,-0.912293740883808,"test",0,0,0,0,128
2297,"ECOHAB_2|2615","ECOHAB_2","LP06","Survey_3",20030914,"CTD174",2615,8,5,-125.31,47.54,0.6,0.37,8.7,15.1,31.88,FALSE,2,1,0.6,-1.09593538969973,-1.15096312500201,"test",0,0,0,0,129
2352,"ECOHAB_2|2656","ECOHAB_2","GH02","Survey_3",20030915,"CTD185",2656,6,0,-124.36,47.04,1.9,0.42,28.4,13.7,30.59,FALSE,2,1,1.9,-1.01719644011844,-0.976371730062374,"test",0,0,0,0,130
2362,"ECOHAB_2|2662","ECOHAB_2","DE05",NA,20030915,"CTD187",2662,7,0,-125.22,47.07,0.8,0.43,6.5,14.5,31.98,FALSE,2,1,0.8,-1.00144865020219,-0.943960155435005,"test",0,0,0,0,131
2363,"ECOHAB_2|2663","ECOHAB_2","DE05",NA,20030915,"CTD187",2663,6,5,-125.22,47.07,0.8,0.41,6.5,14.5,31.98,FALSE,2,1,0.8,-1.0329442300347,-1.00956438118768,"test",0,0,0,0,132
2395,"ECOHAB_2|2682","ECOHAB_2","LP06","Final_Survey_Lines",20030916,"CTD193",2682,9,0,-125.31,47.54,0.1,0.38,9,15,31.96,FALSE,2,1,0.1,-1.08018759978347,-1.11422952496727,"test",0,0,0,0,133
2610,"ECOHAB_3|3328","ECOHAB_3","LP06",NA,20040909,"CTD008",3328,10,10,-125.31,47.54,0.4,0.42,6.4,14.49,32.17,FALSE,2,1,0.4,-1.01719644011844,-0.976371730062374,"test",0,0,0,0,134
2756,"ECOHAB_3|3421","ECOHAB_3","KB01","Survey_1",20040911,"CTD031",3421,5,5,-124.5,47.58,3.4,0.35,20.4,14.36,32,FALSE,2,1,3.4,-1.12743096953224,-1.2275066143443,"test",0,0,0,0,135
2761,"ECOHAB_3|4492","ECOHAB_3","LP01","Survey_1",20040911,"CTD032",4492,7,3,-124.68,47.83,3.4,0.4,18.5,13.34,32.27,FALSE,2,1,3.4,-1.04869201995096,-1.04357668623019,"test",0,0,0,0,136
2881,"ECOHAB_3|4597","ECOHAB_3","CF02","Survey_1",20040912,"CTD051",4597,8,2,-124.87,48.22,1.6,0.3,18.9,13.71,32.29,FALSE,2,1,1.6,-1.20616991911353,-1.43983813356311,"test",0,0,0,0,137
2890,"ECOHAB_3|3510","ECOHAB_3","CF04","Survey_1",20040913,"CTD054",3510,9,0,-125.13,48.08,2.6,0.4,20.6,13.98,32.1,FALSE,2,1,2.6,-1.04869201995096,-1.04357668623019,"test",0,0,0,0,138
2902,"ECOHAB_3|3519","ECOHAB_3","CF06","Survey_1",20040913,"CTD056",3519,11,5,-125.39,47.95,1.3,0.31,9.9,15.14,32.07,FALSE,2,1,1.3,-1.19042212919727,-1.39467250145092,"test",0,0,0,0,139
2975,"ECOHAB_3|3579","ECOHAB_3","LA10","Survey_1",20040914,"CTD069",3579,8,10,-125.72,47.98,2.5,0.42,11.5,14.59,32.05,FALSE,2,1,2.5,-1.01719644011844,-0.976371730062374,"test",0,0,0,0,140
3167,"ECOHAB_3|3715","ECOHAB_3","LC09","Survey_1",20040916,"CTD103",3715,8,10,-126.23,48.43,2.5,0.43,11.6,14.44,32.06,FALSE,2,1,2.5,-1.00144865020219,-0.943960155435005,"test",0,0,0,0,141
3335,"ECOHAB_3|3852","ECOHAB_3","DBH02",NA,20040919,"CTD129",3852,20,0,-125.54,48.57,2.6,0.39,26.8,12.84,32.33,FALSE,2,1,2.6,-1.06443980986721,-1.07845015314334,"test",0,0,0,0,142
3520,"ECOHAB_3|4025","ECOHAB_3","KB04","Period_2",20040923,"CTD158",4025,10,5,-124.92,47.43,0.5,0.33,6.6,15.23,31.97,FALSE,2,1,0.5,-1.15892654936476,-1.30855518821672,"test",0,0,0,0,143
3521,"ECOHAB_3|4026","ECOHAB_3","KB04","Period_2",20040923,"CTD158",4026,9,10,-124.92,47.43,1.5,0.36,9.3,14.12,32.03,FALSE,2,1,1.5,-1.11168317961599,-1.18870324928118,"test",0,0,0,0,144
3611,"ECOHAB_3|4102","ECOHAB_3","DA41",NA,20040924,"CTD171",4102,7,0,-126.06,48.48,1,0.43,15.1,13.65,32.21,FALSE,2,1,1,-1.00144865020219,-0.943960155435005,"test",0,0,0,0,145
5747,"ECOHAB_5|7318","ECOHAB_5","CB06","Survey_2",20050915,"CTD107",7318,9,5,-125.03,47.13,0.2,0.35,5.3,15.19,32.08,FALSE,2,1,0.2,-1.12743096953224,-1.2275066143443,"test",0,0,0,0,146
5810,"ECOHAB_5|7352","ECOHAB_5","KB06","Survey_2",20050916,"CTD118",7352,9,0,-125.21,47.33,0.1,0.29,5.3,16.02,32.01,FALSE,2,1,0.1,-1.22191770902979,-1.48653509253364,"test",0,0,0,0,147
5811,"ECOHAB_5|7353","ECOHAB_5","KB06","Survey_2",20050916,"CTD118",7353,8,5,-125.21,47.33,0.1,0.31,5.3,16,32.01,FALSE,2,1,0.1,-1.19042212919727,-1.39467250145092,"test",0,0,0,0,148
5834,"ECOHAB_5|7365","ECOHAB_5","LP08","Survey_2",20050916,"CTD121",7365,7,10,-125.57,47.43,0.8,0.39,6.5,15.02,32.04,FALSE,2,1,0.8,-1.06443980986721,-1.07845015314334,"test",0,0,0,0,149
5846,"ECOHAB_5|7372","ECOHAB_5","LP06","Survey_2",20050916,"CTD123",7372,8,5,-125.31,47.54,0.7,0.32,5.9,15.55,31.99,FALSE,2,1,0.7,-1.17467433928101,-1.35094094377042,"test",0,0,0,0,150
5929,"ECOHAB_5|7418","ECOHAB_5","OZ08","Survey_2",20050917,"CTD138",7418,7,10,-125.59,47.66,0.8,0.37,5.9,14.95,32.02,FALSE,2,1,0.8,-1.09593538969973,-1.15096312500201,"test",0,0,0,0,151
6299,"ECOHAB_5|7613","ECOHAB_5","LD05","Survey_2",20050921,"CTD201",7613,8,5,-126.06,48.83,1.6,0.4,16.3,13.86,31.94,FALSE,2,1,1.6,-1.04869201995096,-1.04357668623019,"test",0,0,0,0,152
6736,"ECOHAB_6|11228","ECOHAB_6","LA10","Survey_1",20060918,"CTD073",11228,8,5,-125.72,47.98,0.81,0.44,7.32,14.51,32.29,FALSE,2,1,0.81,-0.985700860285928,-0.912293740883808,"test",0,0,0,0,153
6981,"ECOHAB_6|11485","ECOHAB_6","EH4",NA,20060924,"CTD118",11485,6,0,-124.53,47.6,1.37,0.32,41.4,13.34,30.82,FALSE,2,1,1.37,-1.17467433928101,-1.35094094377042,"test",0,0,0,0,154
7079,"ECOHAB_6|11575","ECOHAB_6","LD09","Survey_1",20060926,"CTD135",11575,10,5,-126.5,48.59,1.2,0.44,6.4,14.46,32.13,FALSE,2,1,1.2,-0.985700860285928,-0.912293740883808,"test",0,0,0,0,155
25,"ECOHAB_1|27","ECOHAB_1","CB02","Survey_1",20030604,"CTD004",27,5,10,-124.47,47.27,6.5,0.59,13.8,10.95,31.71,FALSE,3,2,6.5,-0.74948401154207,-0.508228145948082,"test",0,0,0,0,156
169,"ECOHAB_1|248","ECOHAB_1","OZ04","Survey_1",20030605,"CTD032",248,8,10,-125.1,47.89,2.3,0.48,5.3,12.96,31.6,FALSE,3,2,2.3,-0.9227097006209,-0.792441801948267,"test",0,0,0,0,157
195,"ECOHAB_1|279","ECOHAB_1","CF02","Survey_1",20030605,"CTD037",279,6,0,-124.87,48.22,3.8,0.68,29.2,11.45,31.89,FALSE,3,2,3.8,-0.607753902295755,-0.312674280774001,"test",0,0,0,0,158
384,"ECOHAB_1|530","ECOHAB_1","LB14","Survey_1",20030607,"CTD068",530,6,10,-126,48.14,1.7,0.45,5.4,13.01,31.69,FALSE,3,2,1.7,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,159
550,"ECOHAB_1|783","ECOHAB_1","LAB04",NA,20030610,"CTD100",783,8,0,-125.28,48.36,7.9,0.58,25.6,11.07,32.07,FALSE,3,2,7.9,-0.765231801458328,-0.531774503378568,"test",0,0,0,0,160
800,"ECOHAB_1|1061","ECOHAB_1","LA04","Survey_2",20030614,"CTD131",1061,6,10,-125.07,48.32,3.3,0.45,7.3,11.33,31.77,FALSE,3,2,3.3,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,161
832,"ECOHAB_1|1121","ECOHAB_1","C10","Canyon_Survey",20030615,"CTD139",1121,9,0,-124.83,48.39,6.4,0.68,11.9,11.4,31.71,FALSE,3,2,6.4,-0.607753902295755,-0.312674280774001,"test",0,0,0,0,162
845,"ECOHAB_1|1133","ECOHAB_1","C12","Canyon_Survey",20030615,"CTD141",1133,9,5,-124.9,48.46,6.4,0.61,11,11.34,31.79,FALSE,3,2,6.4,-0.717988431709556,-0.462309615010259,"test",0,0,0,0,163
1052,"ECOHAB_1|1414","ECOHAB_1","CB04","Survey_3",20030617,"CTD178",1414,6,5,-124.72,47.2,5.9,0.6,5,12.07,31.59,FALSE,3,2,5.9,-0.733736221625813,-0.48507754440804,"test",0,0,0,0,164
1266,"ECOHAB_1|1749","ECOHAB_1","LB06","Survey_3",20030621,"CTD226",1749,7,0,-125.26,48.54,6.1,0.54,12.6,11.22,31.07,FALSE,3,2,6.1,-0.828222961123356,-0.630204107459029,"test",0,0,0,0,165
1421,"ECOHAB_2|1937","ECOHAB_2","CB04","Survey_1",20030901,"CTD006",1937,8,0,-124.72,47.2,7.5,0.56,24.8,12.4,32.52,FALSE,3,2,7.5,-0.796727381290842,-0.580110282729458,"test",0,0,0,0,166
1609,"ECOHAB_2|2070","ECOHAB_2","CF08","Survey_1",20030903,"CTD039",2070,7,10,-125.66,47.82,4.1,0.6,14.7,13.3,31.98,FALSE,3,2,4.1,-0.733736221625813,-0.48507754440804,"test",0,0,0,0,167
1717,"ECOHAB_2|2146","ECOHAB_2","LAB10","Survey_1",20030904,"CTD059",2146,8,5,-125.97,48,1.5,0.47,13.1,15.3,32,FALSE,3,2,1.5,-0.938457490537157,-0.821441365003847,"test",0,0,0,0,168
1718,"ECOHAB_2|2147","ECOHAB_2","LAB10","Survey_1",20030904,"CTD059",2147,7,10,-125.97,48,1.9,0.57,13,14.8,32.03,FALSE,3,2,1.9,-0.780979591374585,-0.555730383145118,"test",0,0,0,0,169
1804,"ECOHAB_2|2210","ECOHAB_2","LC07","Survey_1",20030905,"CTD074",2210,7,5,-126.01,48.55,4.5,0.7,25.6,13.6,31.86,FALSE,3,2,4.5,-0.576258322463241,-0.27274602518923,"test",0,0,0,0,170
2113,"ECOHAB_2|2476","ECOHAB_2","CF08","Survey_2",20030911,"CTD139",2476,9,0,-125.67,47.82,0.6,0.45,12.1,15.4,31.94,FALSE,3,2,0.6,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,171
2114,"ECOHAB_2|2477","ECOHAB_2","CF08","Survey_2",20030911,"CTD139",2477,8,5,-125.67,47.82,0.6,0.45,12.2,15.4,31.95,FALSE,3,2,0.6,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,172
2230,"ECOHAB_2|2567","ECOHAB_2","KB04","Survey_3",20030913,"CTD161",2567,9,0,-124.93,47.43,1.7,0.45,10.1,14.5,31.87,FALSE,3,2,1.7,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,173
2274,"ECOHAB_2|2600","ECOHAB_2","LP02","Survey_3",20030914,"CTD170",2600,7,0,-124.81,47.77,6.3,0.61,26,13.8,31.51,FALSE,3,2,6.3,-0.717988431709556,-0.462309615010259,"test",0,0,0,0,174
2285,"ECOHAB_2|2608","ECOHAB_2","LP04","Survey_3",20030914,"CTD172",2608,7,5,-125.06,47.66,4.7,0.63,18,14.2,31.75,FALSE,3,2,4.7,-0.686492851877041,-0.417872588240219,"test",0,0,0,0,175
2370,"ECOHAB_2|2668","ECOHAB_2","LP01","Final_Survey_Lines",20030916,"CTD188",2668,4,5,-124.68,47.83,1.4,0.53,18.8,13,32.55,FALSE,3,2,1.4,-0.843970751039613,-0.655951181713635,"test",0,0,0,0,176
2691,"ECOHAB_3|3382","ECOHAB_3","CB04","Survey_1",20040910,"CTD021",3382,7,10,-124.72,47.2,5.8,0.6,14,13.04,32.3,FALSE,3,2,5.8,-0.733736221625813,-0.48507754440804,"test",0,0,0,0,177
2763,"ECOHAB_3|3426","ECOHAB_3","LP01","Survey_1",20040911,"CTD032",3426,5,10,-124.68,47.83,4.3,0.46,19.4,13.22,32.27,FALSE,3,2,4.3,-0.954205280453414,-0.851064622146247,"test",0,0,0,0,178
2953,"ECOHAB_3|3563","ECOHAB_3","LA06","Survey_1",20040914,"CTD065",3563,7,10,-125.29,48.21,7.6,0.66,20.8,13.21,32.11,FALSE,3,2,7.6,-0.63924948212827,-0.353794599061654,"test",0,0,0,0,179
2964,"ECOHAB_3|3571","ECOHAB_3","LA08","Survey_1",20040914,"CTD067",3571,7,10,-125.51,48.1,3.7,0.45,13.7,14.65,32.09,FALSE,3,2,3.7,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,180
3009,"ECOHAB_3|3601","ECOHAB_3","LAB06","Survey_1",20040914,"CTD075",3601,21,0,-125.47,48.26,5.5,0.64,14.9,14.19,32.06,FALSE,3,2,5.5,-0.670745061960784,-0.396180354615351,"test",0,0,0,0,181
3033,"ECOHAB_3|3619","ECOHAB_3","LAB02","Survey_1",20040914,"CTD079",3619,5,10,-124.96,48.53,8.3,0.66,29.3,12.45,32.34,FALSE,3,2,8.3,-0.63924948212827,-0.353794599061654,"test",0,0,0,0,182
3060,"ECOHAB_3|3639","ECOHAB_3","LB06","Survey_1",20040915,"CTD084",3639,7,10,-125.26,48.54,7.4,0.57,29.5,12.28,32.33,FALSE,3,2,7.4,-0.780979591374585,-0.555730383145118,"test",0,0,0,0,183
3080,"ECOHAB_3|3653","ECOHAB_3","LB10","Survey_1",20040915,"CTD088",3653,9,0,-125.69,48.31,2.1,0.46,10.6,14.44,32.07,FALSE,3,2,2.1,-0.954205280453414,-0.851064622146247,"test",0,0,0,0,184
3081,"ECOHAB_3|3654","ECOHAB_3","LB10","Survey_1",20040915,"CTD088",3654,8,5,-125.69,48.31,2.3,0.45,10.8,14.42,32.07,FALSE,3,2,2.3,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,185
3082,"ECOHAB_3|3655","ECOHAB_3","LB10","Survey_1",20040915,"CTD088",3655,7,10,-125.69,48.31,3.5,0.53,12.9,14.15,32.08,FALSE,3,2,3.5,-0.843970751039613,-0.655951181713635,"test",0,0,0,0,186
3128,"ECOHAB_3|3686","ECOHAB_3","LBC06","Survey_1",20040915,"CTD096",3686,8,5,-125.88,48.41,8.2,0.65,26,12.79,32.23,FALSE,3,2,8.2,-0.654997272044527,-0.374824448270194,"test",0,0,0,0,187
3129,"ECOHAB_3|3687","ECOHAB_3","LBC06","Survey_1",20040915,"CTD096",3687,7,10,-125.88,48.41,8.4,0.69,26.4,12.7,32.23,FALSE,3,2,8.4,-0.592006112379498,-0.292565480324093,"test",0,0,0,0,188
3139,"ECOHAB_3|3694","ECOHAB_3","LBC04","Survey_1",20040915,"CTD098",3694,7,5,-125.63,48.54,8.3,0.63,28.3,12.27,32.29,FALSE,3,2,8.3,-0.686492851877041,-0.417872588240219,"test",0,0,0,0,189
3178,"ECOHAB_3|3722","ECOHAB_3","LC07","Survey_1",20040916,"CTD105",3722,8,5,-126.01,48.55,7.2,0.62,27.6,12.23,32.25,FALSE,3,2,7.2,-0.702240641793299,-0.439911912295854,"test",0,0,0,0,190
3241,"ECOHAB_3|3766","ECOHAB_3","DA02",NA,20040917,"CTD114",3766,7,10,-125.16,48.49,7.3,0.62,20.4,13,32.18,FALSE,3,2,7.3,-0.702240641793299,-0.439911912295854,"test",0,0,0,0,191
3259,"ECOHAB_3|3785","ECOHAB_3","DA05",NA,20040917,"CTD117",3785,9,0,-125.15,48.52,6.9,0.61,20.3,12.97,32.16,FALSE,3,2,6.9,-0.717988431709556,-0.462309615010259,"test",0,0,0,0,192
3261,"ECOHAB_3|3787","ECOHAB_3","DA05",NA,20040917,"CTD117",3787,7,10,-125.15,48.52,7.4,0.66,21.1,12.91,32.17,FALSE,3,2,7.4,-0.63924948212827,-0.353794599061654,"test",0,0,0,0,193
3286,"ECOHAB_3|3814","ECOHAB_3","DA08",NA,20040918,"CTD121",3814,8,0,-125.32,48.64,8.3,0.69,22.9,12.74,32.25,FALSE,3,2,8.3,-0.592006112379498,-0.292565480324093,"test",0,0,0,0,194
3309,"ECOHAB_3|3830","ECOHAB_3","DA11",NA,20040918,"CTD124",3830,7,5,-125.48,48.66,7.4,0.61,21.5,12.87,32.22,FALSE,3,2,7.4,-0.717988431709556,-0.462309615010259,"test",0,0,0,0,195
3342,"ECOHAB_3|3860","ECOHAB_3","DA16",NA,20040919,"CTD130",3860,7,5,-125.67,48.68,5.7,0.51,20.1,13.02,32.22,FALSE,3,2,5.7,-0.875466330872128,-0.708935728106917,"test",0,0,0,0,196
3361,"ECOHAB_3|3875","ECOHAB_3","DBH03",NA,20040919,"CTD133",3875,7,5,-125.63,48.56,5.7,0.52,27.6,12.2,32.38,FALSE,3,2,5.7,-0.859718540955871,-0.682188705810421,"test",0,0,0,0,197
3400,"ECOHAB_3|3916","ECOHAB_3","DA23",NA,20040920,"CTD139",3916,8,0,-125.95,48.57,5.5,0.48,25.5,12.39,32.37,FALSE,3,2,5.5,-0.9227097006209,-0.792441801948267,"test",0,0,0,0,198
3411,"ECOHAB_3|3922","ECOHAB_3","DA25",NA,20040920,"CTD141",3922,8,5,-125.99,48.57,7.4,0.62,26.6,12.36,32.35,FALSE,3,2,7.4,-0.702240641793299,-0.439911912295854,"test",0,0,0,0,199
3488,"ECOHAB_3|3998","ECOHAB_3","DBH06",NA,20040922,"CTD152",3998,9,0,-125.49,48.44,6.7,0.59,26.7,12.84,32.35,FALSE,3,2,6.7,-0.74948401154207,-0.508228145948082,"test",0,0,0,0,200
3489,"ECOHAB_3|3999","ECOHAB_3","DBH06",NA,20040922,"CTD152",3999,8,5,-125.49,48.44,6.9,0.58,27.1,12.48,32.38,FALSE,3,2,6.9,-0.765231801458328,-0.531774503378568,"test",0,0,0,0,201
4482,"ECOHAB_4|6030","ECOHAB_4","CB01","Survey_2",20050718,"CTD105",6030,5,0,-124.36,47.3,7,0.68,17.4,13.6,31.16,FALSE,3,2,7,-0.607753902295755,-0.312674280774001,"test",0,0,0,0,202
4492,"ECOHAB_4|6040","ECOHAB_4","KB02","Survey_2",20050718,"CTD107",6040,7,0,-124.64,47.52,4.3,0.49,17.5,13.99,31.73,FALSE,3,2,4.3,-0.906961910704642,-0.764040210843564,"test",0,0,0,0,203
4574,"ECOHAB_4|6122","ECOHAB_4","LP02","Survey_2",20050719,"CTD120",6122,6,5,-124.8,47.77,7.4,0.64,19.8,13.75,31.81,FALSE,3,2,7.4,-0.670745061960784,-0.396180354615351,"test",0,0,0,0,204
4590,"ECOHAB_4|6138","ECOHAB_4","OZ02","Survey_2",20050719,"CTD123",6138,19,0,-124.86,48.01,5.6,0.53,19,13.99,31.87,FALSE,3,2,5.6,-0.843970751039613,-0.655951181713635,"test",0,0,0,0,205
4664,"ECOHAB_4|6214","ECOHAB_4","CF04","Survey_2",20050720,"CTD136",6214,7,5,-125.13,48.08,4.8,0.54,18.9,13.86,31.63,FALSE,3,2,4.8,-0.828222961123356,-0.630204107459029,"test",0,0,0,0,206
5858,"ECOHAB_5|7378","ECOHAB_5","LP04","Survey_2",20050916,"CTD125",7378,7,5,-125.06,47.66,5.8,0.65,15.3,12.42,32.11,FALSE,3,2,5.8,-0.654997272044527,-0.374824448270194,"test",0,0,0,0,207
5955,"ECOHAB_5|7432","ECOHAB_5","CF04","Survey_2",20050918,"CTD143",7432,7,5,-125.13,48.08,6,0.63,20.8,14.06,31.9,FALSE,3,2,6,-0.686492851877041,-0.417872588240219,"test",0,0,0,0,208
6435,"ECOHAB_6|10914","ECOHAB_6","GH04","Survey_1",20060914,"CTD018",10914,7,0,-124.62,46.98,8.74,0.7,23.9,11.54,33.1,FALSE,3,2,8.74,-0.576258322463241,-0.27274602518923,"test",0,0,0,0,209
6542,"ECOHAB_6|11025","ECOHAB_6","KB06","Survey_1",20060916,"CTD034",11025,9,5,-125.21,47.33,3.15,0.49,20.9,13.65,32.27,FALSE,3,2,3.15,-0.906961910704642,-0.764040210843564,"test",0,0,0,0,210
6543,"ECOHAB_6|11026","ECOHAB_6","KB06","Survey_1",20060916,"CTD034",11026,8,10,-125.21,47.33,2.52,0.45,20.2,13.54,32.29,FALSE,3,2,2.52,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,211
6735,"ECOHAB_6|11227","ECOHAB_6","LA10","Survey_1",20060918,"CTD073",11227,9,0,-125.72,47.98,0.82,0.45,7.32,14.51,32.29,FALSE,3,2,0.82,-0.969953070369671,-0.881338991740956,"test",0,0,0,0,212
6846,"ECOHAB_6|11341","ECOHAB_6","LAB10","Survey_1",20060920,"CTD092",11341,10,0,-125.97,48,1.4,0.48,9.93,14.42,32.29,FALSE,3,2,1.4,-0.9227097006209,-0.792441801948267,"test",0,0,0,0,213
6847,"ECOHAB_6|11342","ECOHAB_6","LAB10","Survey_1",20060920,"CTD092",11342,9,5,-125.97,48,1.36,0.5,9.92,14.42,32.29,FALSE,3,2,1.36,-0.891214120788385,-0.736212428689967,"test",0,0,0,0,214
6994,"ECOHAB_6|11499","ECOHAB_6","CB03",NA,20060924,"CTD120",11499,6,5,-124.59,47.24,7.14,0.69,30.6,12.27,32.41,FALSE,3,2,7.14,-0.592006112379498,-0.292565480324093,"test",0,0,0,0,215
7051,"ECOHAB_6|11555","ECOHAB_6","LC09","Survey_1",20060925,"CTD130",11555,9,0,-126.23,48.43,2.11,0.54,9.28,14.38,32.2,FALSE,3,2,2.11,-0.828222961123356,-0.630204107459029,"test",0,0,0,0,216
7158,"ECOHAB_6|11661","ECOHAB_6","LE06","Survey_1",20060927,"CTD152",11661,5,0,-126.72,48.8,1.48,0.51,8.65,14.1,32.14,FALSE,3,2,1.48,-0.875466330872128,-0.708935728106917,"test",0,0,0,0,217
7166,"ECOHAB_6|11667","ECOHAB_6","D3918","Survey_2",20060927,"CTD154",11667,16,0,-126.13,47.97,4.7,0.64,12.1,13.54,32.21,FALSE,3,2,4.7,-0.670745061960784,-0.396180354615351,"test",0,0,0,0,218
7391,"ECOHAB_6|11937","ECOHAB_6","D60058","Survey_2",20061001,"CTD199",11937,7,5,-124.85,46.57,5,0.65,14.6,13.2,32.41,FALSE,3,2,5,-0.654997272044527,-0.374824448270194,"test",0,0,0,0,219
17,"ECOHAB_1|22","ECOHAB_1","CB01","Survey_1",20030604,"CTD003",22,6,0,-124.37,47.3,9.3,1.14,17.2,10.93,31.86,FALSE,4,3,9.3,0.116644433852076,0.399030206009952,"test",0,0,0,0,220
638,"ECOHAB_1|928","ECOHAB_1","DB03",NA,20030613,"CTD116",928,7,5,-125.28,48.35,14,1.06,22.4,10.51,31.68,FALSE,4,3,14,-0.0093378854779818,0.298809407441436,"test",0,0,0,0,221
645,"ECOHAB_1|936","ECOHAB_1","DB04",NA,20030613,"CTD117",936,7,0,-125.11,48.32,11.6,0.85,19.1,10.94,31.54,FALSE,4,3,11.6,-0.340041473719383,-0.00531002323377337,"test",0,0,0,0,222
770,"ECOHAB_1|1030","ECOHAB_1","DB06",NA,20030614,"CTD127",1030,6,10,-124.97,48.4,9.3,0.73,16.1,11.01,31.62,FALSE,4,3,9.3,-0.52901495271447,-0.214943346942965,"test",0,0,0,0,223
