"source_row","record_key","cruise","station","survey","date","event","depth_id","bottle","depth_m","longitude","latitude","NO3_NO2_uM","H2PO4_uM","SiO2_uM","x_temperature","x_salinity","consensus_outlier","c","c0","y","u_raw_std","u_log_std","split","calib_10","calib_25","calib_50","calib_10_random_existing","sample_row_id"
2562,"ECOHAB_2|2762","ECOHAB_2","JDFG","Final_Survey_Lines",20030918,"CTD225",2762,7,0,-122.83,48.22,23.7,2.28,47.9,11.2,31.07,FALSE,6,5,23.7,1.9118924843054,1.35379079516502,"test",0,0,0,0,366
2569,"ECOHAB_2|2765","ECOHAB_2","PGS01","Final_Survey_Lines",20030918,"CTD226",2765,3,0,-122.75,48.13,23.2,2.25,46.3,11.3,31.3,FALSE,6,5,23.2,1.86464911455662,1.33554644410941,"test",0,0,0,0,367
2578,"ECOHAB_3|3292","ECOHAB_3","EH1",NA,20040909,"CTD001",3292,10,0,-124.7,48.49,23,1.85,52.5,10.62,32.11,FALSE,6,5,23,1.23473751790634,1.06592231084836,"test",0,0,0,0,368
2580,"ECOHAB_3|3294","ECOHAB_3","EH1",NA,20040909,"CTD001",3294,8,10,-124.7,48.49,24.4,1.95,53.2,10.22,32.2,FALSE,6,5,24.4,1.39221541706891,1.13843528270703,"test",0,0,0,0,369
3038,"ECOHAB_3|3622","ECOHAB_3","LAB01","Survey_1",20040914,"CTD080",3622,6,5,-124.83,48.59,21.1,1.74,49.1,11.53,31.09,FALSE,6,5,21.1,1.06151182882751,0.981485227598657,"test",0,0,0,0,370
3039,"ECOHAB_3|3623","ECOHAB_3","LAB01","Survey_1",20040914,"CTD080",3623,5,10,-124.83,48.59,21.7,1.79,49.7,11.19,31.25,FALSE,6,5,21.7,1.14025077840879,1.02050847108306,"test",0,0,0,0,371
3206,"ECOHAB_3|3741","ECOHAB_3","LC01","Survey_1",20040916,"CTD110",3741,8,0,-125.46,48.84,21.9,1.82,49,11.69,31.2,FALSE,6,5,21.9,1.18749414815757,1.04340254438561,"test",0,0,0,0,372
3795,"ECOHAB_3|4279","ECOHAB_3","JDFA","Period_3",20040928,"CTD210",4279,9,5,-124.54,48.43,24.2,2.03,59.7,10.74,31.79,FALSE,6,5,24.2,1.51819773639897,1.19381674681747,"test",0,0,0,0,373
3812,"ECOHAB_3|4286","ECOHAB_3","JDFC","Period_3",20040928,"CTD212",4286,10,0,-124.05,48.29,27.4,2.26,64,10.21,31.75,FALSE,6,5,27.4,1.88039690447288,1.34165478390784,"test",0,0,0,0,374
4586,"ECOHAB_4|6134","ECOHAB_4","OZ01","Survey_2",20050719,"CTD122",6134,4,5,-124.73,48.06,19.9,1.75,27.2,9.54,32.95,FALSE,6,5,19.9,1.07725961874376,0.989378821506068,"test",0,0,0,0,375
5645,"ECOHAB_5|7254","ECOHAB_5","EH1",NA,20050913,"CTD086",7254,7,0,-124.7,48.49,26.3,1.78,41.3,11.45,31.54,FALSE,6,5,26.3,1.12450298849254,1.01279176536996,"test",0,0,0,0,376
5650,"ECOHAB_5|7259","ECOHAB_5","LAB01",NA,20050913,"CTD087",7259,3,10,-124.83,48.59,27.6,1.92,42.7,10.17,31.94,FALSE,6,5,27.6,1.34497204732014,1.11707937636187,"test",0,0,0,0,377
5998,"ECOHAB_5|7453","ECOHAB_5","LA04","Survey_2",20050918,"CTD150",7453,7,5,-125.07,48.32,27.3,1.96,42,9.65,32.82,FALSE,6,5,27.3,1.40796320698517,1.14548096746658,"test",0,0,0,0,378
6068,"ECOHAB_5|7494","ECOHAB_5","LAB04","Survey_2",20050919,"CTD162",7494,6,10,-125.21,48.39,31,1.85,44.7,8.83,33.07,FALSE,6,5,31,1.23473751790634,1.06592231084836,"test",0,0,0,0,379
6083,"ECOHAB_5|7500","ECOHAB_5","LAB02","Survey_2",20050919,"CTD164",7500,5,10,-124.96,48.53,31.3,1.97,46.4,9.05,32.72,FALSE,6,5,31.3,1.42371099690142,1.15249079616887,"test",0,0,0,0,380
6090,"ECOHAB_5|7503","ECOHAB_5","LAB01","Survey_2",20050919,"CTD165",7503,4,10,-124.83,48.59,24.4,1.73,41.4,11.13,31.37,FALSE,6,5,24.4,1.04576403891125,0.973546137221582,"test",0,0,0,0,381
6095,"ECOHAB_5|7505","ECOHAB_5","LB01","Survey_2",20050919,"CTD166",7505,4,5,-124.99,48.67,24.4,1.72,41.6,11.18,31.32,FALSE,6,5,24.4,1.03001624899499,0.965561022875136,"test",0,0,0,0,382
6332,"ECOHAB_6|10802","ECOHAB_6","PW01.5","Survey_0",20060912,"CTD003",10802,7,5,-122.42,47.83,18.3,1.99,50.1,13.21,30.23,FALSE,6,5,18.3,1.45520657673394,1.1664043323206,"test",0,0,0,0,383
6333,"ECOHAB_6|10803","ECOHAB_6","PW01.5","Survey_0",20060912,"CTD003",10803,6,10,-122.42,47.83,18.9,2.04,50.8,13.1,30.26,FALSE,6,5,18.9,1.53394552631522,1.20058545020322,"test",0,0,0,0,384
6339,"ECOHAB_6|10811","ECOHAB_6","PW03","Survey_0",20060913,"CTD004",10811,5,10,-122.66,48,19.3,2.05,48.2,12.47,30.6,FALSE,6,5,19.3,1.54969331623148,1.20732105466268,"test",0,0,0,0,385
6356,"ECOHAB_6|10830","ECOHAB_6","JDFF","Survey_0",20060913,"CTD007",10830,8,5,-123.1,48.24,23.8,2.17,52,11.05,31.5,FALSE,6,5,23.8,1.73866679522657,1.28567933790018,"test",0,0,0,0,386
6357,"ECOHAB_6|10831","ECOHAB_6","JDFF","Survey_0",20060913,"CTD007",10831,7,10,-123.1,48.24,23.8,2.18,52.1,11.05,31.5,FALSE,6,5,23.8,1.75441458514282,1.29201235304343,"test",0,0,0,0,387
6384,"ECOHAB_6|10858","ECOHAB_6","JDFN3","Survey_0",20060913,"CTD010",10858,7,10,-124.03,48.37,26.9,2.29,55.4,10.1,32.06,FALSE,6,5,26.9,1.92764027422165,1.35981893768432,"test",0,0,0,0,388
6391,"ECOHAB_6|10865","ECOHAB_6","JDFN2","Survey_0",20060913,"CTD011",10865,9,0,-124.29,48.44,26.6,2.28,54.7,10,32.31,FALSE,6,5,26.6,1.9118924843054,1.35379079516502,"test",0,0,0,0,389
6582,"ECOHAB_6|11068","ECOHAB_6","LP01","Survey_1",20060916,"CTD043",11068,5,0,-124.67,47.82,21.5,1.71,43.6,10.09,33.23,FALSE,6,5,21.5,1.01426845907874,0.957529347832107,"test",0,0,0,0,390
6583,"ECOHAB_6|11069","ECOHAB_6","LP01","Survey_1",20060916,"CTD043",11069,4,5,-124.67,47.82,22.3,1.78,44.4,10,33.24,FALSE,6,5,22.3,1.12450298849254,1.01279176536996,"test",0,0,0,0,391
6796,"ECOHAB_6|11291","ECOHAB_6","LAB01","Survey_1",20060919,"CTD083",11291,6,0,-124.83,48.59,26.6,2.27,55.1,10.48,31.96,FALSE,6,5,26.6,1.89614469438914,1.34773615523083,"test",0,0,0,0,392
6952,"ECOHAB_6|11450","ECOHAB_6","LBC04","Survey_1",20060921,"CTD110",11450,6,5,-125.63,48.54,20.2,1.73,43.8,10.61,32.62,FALSE,6,5,20.2,1.04576403891125,0.973546137221582,"test",0,0,0,0,393
6953,"ECOHAB_6|11451","ECOHAB_6","LBC04","Survey_1",20060921,"CTD110",11451,5,10,-125.63,48.54,20.2,1.74,43.9,10.61,32.62,FALSE,6,5,20.2,1.06151182882751,0.981485227598657,"test",0,0,0,0,394
6970,"ECOHAB_6|11468","ECOHAB_6","LBC01","Survey_1",20060922,"CTD113",11468,6,10,-125.25,48.73,25.2,2.16,56.3,10.29,32.06,FALSE,6,5,25.2,1.72291900531031,1.27931707085111,"test",0,0,0,0,395
7009,"ECOHAB_6|11512","ECOHAB_6","LC01","Survey_1",20060925,"CTD123",11512,6,5,-125.46,48.84,25.4,2.27,56.3,10.86,31.91,FALSE,6,5,25.4,1.89614469438914,1.34773615523083,"test",0,0,0,0,396
7039,"ECOHAB_6|11542","ECOHAB_6","LC07","Survey_1",20060925,"CTD128",11542,8,0,-126.01,48.55,22.2,1.82,46.3,11.07,32.49,FALSE,6,5,22.2,1.18749414815757,1.04340254438561,"test",0,0,0,0,397
7115,"ECOHAB_6|11617","ECOHAB_6","LD01","Survey_1",20060926,"CTD142",11617,4,5,-125.73,49,21.6,1.86,44.5,11.71,31.71,FALSE,6,5,21.6,1.25048530782259,1.07334781868137,"test",0,0,0,0,398
7151,"ECOHAB_6|11654","ECOHAB_6","LE04","Survey_1",20060927,"CTD150",11654,4,0,-126.36,48.95,20.1,1.73,46.9,11.43,32.5,FALSE,6,5,20.1,1.04576403891125,0.973546137221582,"test",0,0,0,0,399
7219,"ECOHAB_6|11726","ECOHAB_6","LAB04","Survey_2",20060928,"CTD162",11726,6,10,-125.21,48.39,26.6,1.99,42.5,9.9,32.88,FALSE,6,5,26.6,1.45520657673394,1.1664043323206,"test",0,0,0,0,400
