"rep_id","calib_seed","c","source_row","sample_row_id","cruise","in_calib_10","in_calib_25","in_calib_50","selection_rank_within_class","x_temperature","x_salinity"
10,2026081310,1,4615,4,"ECOHAB_4",1,1,1,1,15.01,31.49
10,2026081310,1,5640,5,"ECOHAB_5",0,1,1,2,13.61,32.29
10,2026081310,1,2847,3,"ECOHAB_3",0,0,1,3,13.2,32.2
10,2026081310,2,273,7,"ECOHAB_1",1,1,1,1,12.9,31.17
10,2026081310,2,2762,15,"ECOHAB_3",1,1,1,2,13.34,32.27
10,2026081310,2,3453,22,"ECOHAB_3",0,1,1,3,13.08,32.35
10,2026081310,2,6720,25,"ECOHAB_6",0,1,1,4,14.65,32.26
10,2026081310,2,2329,13,"ECOHAB_2",0,1,1,5,14.3,32.01
10,2026081310,2,2974,20,"ECOHAB_3",0,0,1,6,14.61,32.05
10,2026081310,2,2915,18,"ECOHAB_3",0,0,1,7,15.75,32.05
10,2026081310,2,6298,23,"ECOHAB_5",0,0,1,8,13.89,31.94
10,2026081310,2,6471,24,"ECOHAB_6",0,0,1,9,13.68,32.52
10,2026081310,2,2319,12,"ECOHAB_2",0,0,1,10,14.7,31.98
10,2026081310,3,2672,33,"ECOHAB_3",1,1,1,1,13.29,32.06
10,2026081310,3,1608,29,"ECOHAB_2",1,1,1,2,13.3,31.98
10,2026081310,3,7053,39,"ECOHAB_6",0,1,1,3,13.36,32.24
10,2026081310,3,2486,31,"ECOHAB_2",0,1,1,4,13.2,31.98
10,2026081310,3,3367,35,"ECOHAB_3",0,0,1,5,12.57,32.3
10,2026081310,3,3260,34,"ECOHAB_3",0,0,1,6,12.95,32.17
10,2026081310,3,6436,38,"ECOHAB_6",0,0,1,7,11.33,33.1
10,2026081310,4,4591,51,"ECOHAB_4",1,1,1,1,12.76,31.94
10,2026081310,4,607,41,"ECOHAB_1",1,1,1,2,9.58,32.15
10,2026081310,4,7465,62,"ECOHAB_6",0,1,1,3,12.99,32.2
10,2026081310,4,3441,50,"ECOHAB_3",0,1,1,4,11.36,32.49
10,2026081310,4,3295,49,"ECOHAB_3",0,1,1,5,12.27,32.31
10,2026081310,4,5883,56,"ECOHAB_5",0,1,1,6,11.66,32.72
10,2026081310,4,6597,57,"ECOHAB_6",0,0,1,7,11.85,32.2
10,2026081310,4,1904,45,"ECOHAB_2",0,0,1,8,12.5,31.85
10,2026081310,4,6649,59,"ECOHAB_6",0,0,1,9,12.29,32.18
10,2026081310,4,2286,46,"ECOHAB_2",0,0,1,10,13.5,31.8
10,2026081310,4,5786,54,"ECOHAB_5",0,0,1,11,12.94,32.49
10,2026081310,4,2386,47,"ECOHAB_2",0,0,1,12,13.1,31.7
10,2026081310,5,6075,75,"ECOHAB_5",1,1,1,1,10.64,32.67
10,2026081310,5,2000,67,"ECOHAB_2",0,1,1,2,12.1,32.13
10,2026081310,5,6122,76,"ECOHAB_5",0,1,1,3,11.01,32.39
10,2026081310,5,639,64,"ECOHAB_1",0,0,1,4,10.28,31.69
10,2026081310,5,1257,65,"ECOHAB_1",0,0,1,5,10.3,31.82
10,2026081310,5,1697,66,"ECOHAB_2",0,0,1,6,11.9,31.69
10,2026081310,5,2275,68,"ECOHAB_2",0,0,1,7,11.5,32.4
10,2026081310,6,2276,86,"ECOHAB_2",1,1,1,1,9,32.74
10,2026081310,6,7017,98,"ECOHAB_6",1,1,1,2,10.55,32.4
10,2026081310,6,6797,97,"ECOHAB_6",0,1,1,3,10.48,31.96
10,2026081310,6,964,81,"ECOHAB_1",0,1,1,4,9.88,31.28
10,2026081310,6,6423,96,"ECOHAB_6",0,1,1,5,10.63,33.39
10,2026081310,6,322,80,"ECOHAB_1",0,0,1,6,10.27,31.61
10,2026081310,6,2548,89,"ECOHAB_2",0,0,1,7,10.7,31.38
10,2026081310,6,6337,95,"ECOHAB_6",0,0,1,8,12.5,30.6
10,2026081310,6,5646,90,"ECOHAB_5",0,0,1,9,11.17,31.53
10,2026081310,6,1663,84,"ECOHAB_2",0,0,1,10,9.75,32.52
10,2026081310,6,7041,100,"ECOHAB_6",0,0,1,11,10.79,32.62
