"rep","scenario","evaluation_stratum","n_test_eval","n_calib","method","RMSE","MAE","Coverage95","Width95","CRPS","NLPD","NLPD_reason","IntervalScore95"
1,"primary","overall",60,6,"PI-GP",0.379049162478477,0.301652241774076,0.85,1.23751935221953,0.221243256108014,0.478346323365423,"",2.02578073263378
1,"primary","common",58,6,"PI-GP",0.385483684926461,0.311015902033746,0.844827586206897,1.23117563783339,0.226029171257371,0.496454881760352,"",2.04661844515848
1,"primary","rare",2,6,"PI-GP",0.0318678251378757,0.0301060942436537,1,1.42148706941748,0.0824517167766757,-0.0468018700875031,"",1.42148706941748
1,"primary","overall",60,6,"CC-GP",0.533501748749273,0.424434048159593,0.983333333333333,2.35283927112281,0.298463678383307,0.847164119677853,"",2.59861861331495
1,"primary","common",58,6,"CC-GP",0.535741097245218,0.427038993514415,0.982758620689655,2.34673926027578,0.299000037840282,0.848758209082817,"",2.60099375219869
1,"primary","rare",2,6,"CC-GP",0.46388177643465,0.348890632869759,1,2.5297395856867,0.282909254131035,0.800935526933895,"",2.5297395856867
