"n_chains","n_iter","burn","thin","total_saved_draws","max_rhat_A","max_rhat_tau","max_rhat_missing_U","min_bulk_ess_key","min_tail_ess_key","min_bulk_ess_missing_U","min_tail_ess_missing_U","min_bulk_ess_all","min_tail_ess_all","min_ess_key","diagnostic_backend","rhat_limit","bulk_ess_limit","tail_ess_limit","rhat_pass","bulk_ess_pass","tail_ess_pass","convergence_pass","time_seconds","rep","scenario","n_calib"
2,120,40,2,80,1.80669106193581,2.25038013546927,1.1687406920896,3.10383253050575,14.3247573273019,11.5127634960242,15.3411384739604,3.10383253050575,14.3247573273019,3.10383253050575,"posterior_rank_normalized",3,1,1,TRUE,TRUE,TRUE,TRUE,0.10899999999998,1,"primary",6
