"rep_id","calib_seed","c","source_row","sample_row_id","cruise","in_calib_10","in_calib_25","in_calib_50","selection_rank_within_class","x_temperature","x_salinity"
7,2026081307,1,5640,5,"ECOHAB_5",1,1,1,1,13.61,32.29
7,2026081307,1,2656,2,"ECOHAB_3",0,1,1,2,16.7,31.45
7,2026081307,1,1095,1,"ECOHAB_1",0,0,1,3,12.53,31.59
7,2026081307,2,2777,16,"ECOHAB_3",1,1,1,1,15.46,32.08
7,2026081307,2,6720,25,"ECOHAB_6",1,1,1,2,14.65,32.26
7,2026081307,2,3453,22,"ECOHAB_3",0,1,1,3,13.08,32.35
7,2026081307,2,2818,17,"ECOHAB_3",0,1,1,4,15.96,32.05
7,2026081307,2,2915,18,"ECOHAB_3",0,1,1,5,15.75,32.05
7,2026081307,2,6471,24,"ECOHAB_6",0,0,1,6,13.68,32.52
7,2026081307,2,3091,21,"ECOHAB_3",0,0,1,7,15.33,32.11
7,2026081307,2,7458,26,"ECOHAB_6",0,0,1,8,12.41,32.08
7,2026081307,2,2245,10,"ECOHAB_2",0,0,1,9,15.6,31.97
7,2026081307,2,2762,15,"ECOHAB_3",0,0,1,10,13.34,32.27
7,2026081307,3,6301,37,"ECOHAB_5",1,1,1,1,13.75,31.95
7,2026081307,3,3367,35,"ECOHAB_3",1,1,1,2,12.57,32.3
7,2026081307,3,3260,34,"ECOHAB_3",0,1,1,3,12.95,32.17
7,2026081307,3,2672,33,"ECOHAB_3",0,1,1,4,13.29,32.06
7,2026081307,3,1608,29,"ECOHAB_2",0,0,1,5,13.3,31.98
7,2026081307,3,6436,38,"ECOHAB_6",0,0,1,6,11.33,33.1
7,2026081307,3,1815,30,"ECOHAB_2",0,0,1,7,13.5,32.04
7,2026081307,4,4591,51,"ECOHAB_4",1,1,1,1,12.76,31.94
7,2026081307,4,7168,60,"ECOHAB_6",1,1,1,2,12.64,32.23
7,2026081307,4,1532,42,"ECOHAB_2",0,1,1,3,13.2,32.29
7,2026081307,4,607,41,"ECOHAB_1",0,1,1,4,9.58,32.15
7,2026081307,4,1904,45,"ECOHAB_2",0,1,1,5,12.5,31.85
7,2026081307,4,5786,54,"ECOHAB_5",0,1,1,6,12.94,32.49
7,2026081307,4,5883,56,"ECOHAB_5",0,0,1,7,11.66,32.72
7,2026081307,4,2286,46,"ECOHAB_2",0,0,1,8,13.5,31.8
7,2026081307,4,2487,48,"ECOHAB_2",0,0,1,9,13,32.01
7,2026081307,4,3295,49,"ECOHAB_3",0,0,1,10,12.27,32.31
7,2026081307,4,6649,59,"ECOHAB_6",0,0,1,11,12.29,32.18
7,2026081307,4,5773,53,"ECOHAB_5",0,0,1,12,10.74,32.78
7,2026081307,5,6758,77,"ECOHAB_6",1,1,1,1,11.79,32.02
7,2026081307,5,6896,78,"ECOHAB_6",0,1,1,2,11.57,32.11
7,2026081307,5,4295,70,"ECOHAB_4",0,1,1,3,11.79,31.68
7,2026081307,5,639,64,"ECOHAB_1",0,0,1,4,10.28,31.69
7,2026081307,5,4673,72,"ECOHAB_4",0,0,1,5,12.79,32.08
7,2026081307,5,2428,69,"ECOHAB_2",0,0,1,6,11.5,32.3
7,2026081307,5,6008,74,"ECOHAB_5",0,0,1,7,12,32.67
7,2026081307,6,6797,97,"ECOHAB_6",1,1,1,1,10.48,31.96
7,2026081307,6,1847,85,"ECOHAB_2",1,1,1,2,9.44,32.53
7,2026081307,6,1247,83,"ECOHAB_1",0,1,1,3,9.46,31.81
7,2026081307,6,2276,86,"ECOHAB_2",0,1,1,4,9,32.74
7,2026081307,6,964,81,"ECOHAB_1",0,1,1,5,9.88,31.28
7,2026081307,6,7041,100,"ECOHAB_6",0,0,1,6,10.79,32.62
7,2026081307,6,297,79,"ECOHAB_1",0,0,1,7,9.47,31.91
7,2026081307,6,2548,89,"ECOHAB_2",0,0,1,8,10.7,31.38
7,2026081307,6,6211,93,"ECOHAB_5",0,0,1,9,11.1,31.61
7,2026081307,6,6325,94,"ECOHAB_6",0,0,1,10,12.97,30.21
7,2026081307,6,5967,91,"ECOHAB_5",0,0,1,11,10.65,32
