"parameter","block","rhat","ess_bulk","ess_tail","rep","scenario","n_calib"
"U[113,1]","latent",0.999481920392672,74.8708121461255,83.222243382213,1,"primary",6
"U[114,1]","latent",0.988377520482419,152.247198959355,59.0732436472347,1,"primary",6
"U[115,1]","latent",1.0106383778343,84.0933157400785,99.5500882738197,1,"primary",6
"U[116,1]","latent",1.00265412133834,81.7381839254966,65.0713501646543,1,"primary",6
"U[117,1]","latent",1.00755903195567,49.5589547555826,60.3612003176905,1,"primary",6
"U[118,1]","latent",1.02167881303912,108.85637031498,38.356518925914,1,"primary",6
"U[119,1]","latent",1.04557735816688,57.6856922927233,60.3612003176905,1,"primary",6
"U[120,1]","latent",1.07448885354898,29.3445302837828,96.4201003916377,1,"primary",6
"U[1,2]","latent",0.995519144901798,77.0071948916402,93.4809348093481,1,"primary",6
"U[2,2]","latent",1.00133132834138,89.4955337386494,43.1284103310295,1,"primary",6
"U[3,2]","latent",1.0615207787702,22.9058352112472,97.2424442973748,1,"primary",6
"U[4,2]","latent",1.04798420263308,50.9033472239632,25.5548083389375,1,"primary",6
"U[5,2]","latent",0.993180578260039,81.6147857326723,58.0750191036247,1,"primary",6
"U[6,2]","latent",1.03744702549066,60.9385823305948,96.4201003916377,1,"primary",6
"U[7,2]","latent",0.996474024887884,56.797559029403,59.0732436472347,1,"primary",6
"U[9,2]","latent",1.00120747051116,82.4181356807394,60.3612003176905,1,"primary",6
"U[10,2]","latent",0.993417098268979,81.2258284901142,93.4809348093481,1,"primary",6
"U[11,2]","latent",1.0346193658466,42.404482581461,59.7047270757145,1,"primary",6
"U[13,2]","latent",1.00086683449614,66.9498049133808,97.2424442973748,1,"primary",6
"U[14,2]","latent",1.01009751520813,79.5655650854198,87.112417340191,1,"primary",6
"U[15,2]","latent",1.01631165361507,102.483719251778,83.8341574743248,1,"primary",6
"U[16,2]","latent",1.01379797290671,121.9411725662,93.4809348093481,1,"primary",6
"U[17,2]","latent",1.0373088154904,101.770783639406,95.5974842767295,1,"primary",6
"U[18,2]","latent",1.05786689320798,29.6389156668455,60.3612003176905,1,"primary",6
"U[19,2]","latent",1.02474917420802,105.68128662356,65.0713501646542,1,"primary",6
"U[20,2]","latent",1.00648881343619,54.7755058424371,96.4201003916377,1,"primary",6
"U[21,2]","latent",1.01791526280315,50.6029219316321,95.0761828388132,1,"primary",6
"U[22,2]","latent",0.987355166583976,94.8501271158936,71.568948575172,1,"primary",6
"U[23,2]","latent",1.03483196038779,51.8389141697615,74.3789209535759,1,"primary",6
"U[24,2]","latent",1.01712944318143,73.573514259525,60.9249743062693,1,"primary",6
"U[25,2]","latent",0.992864254345061,84.7753770591481,96.4201003916377,1,"primary",6
"U[26,2]","latent",1.0178808387862,68.008950743223,59.0732436472347,1,"primary",6
"U[27,2]","latent",1.00305774895839,67.7292184566336,59.7047270757145,1,"primary",6
"U[28,2]","latent",0.999200833424477,142.318432790951,95.0761828388132,1,"primary",6
"U[29,2]","latent",1.03239178189932,45.0352953295893,87.9983890455095,1,"primary",6
