"rep","scenario","EIV_CRPS","EIV_IntervalScore95","competitor","Comp_CRPS","Comp_IntervalScore95","CRPS_advantage","IntervalScore95_advantage"
1,"primary",0.194611307033866,1.75363951225522,"UC-GP",0.200929548767091,2.55948027758694,0.00631824173322534,0.805840765331724
1,"primary",0.194611307033866,1.75363951225522,"EzGP",0.294698480238096,2.88720701187905,0.10008717320423,1.13356749962383
