"n_chains","n_iter","burn","thin","total_saved_draws","max_rhat_A","max_rhat_tau","max_rhat_missing_U","min_bulk_ess_key","min_tail_ess_key","min_bulk_ess_missing_U","min_tail_ess_missing_U","min_bulk_ess_all","min_tail_ess_all","min_ess_key","diagnostic_backend","rhat_limit","bulk_ess_limit","tail_ess_limit","rhat_pass","bulk_ess_pass","tail_ess_pass","convergence_pass","time_seconds","rep","scenario","n_calib"
2,120,40,2,80,1.49313419962647,1.98906771632659,1.1039894810167,3.33910023721635,13.9500734214391,17.7298871677993,22.0545560069646,3.33910023721635,13.9500734214391,3.33910023721635,"posterior_rank_normalized",3,1,1,TRUE,TRUE,TRUE,TRUE,0.09699999999998,1,"primary",6
