"design_tag","scenario","q","d","m","n_train","n_test","sigma_eps","lambda","score_error","response_interactions","A","Omega","common_random_numbers","sampler_strategy","prospective_latent_sampler","diagnostic_gibbs_sweeps","rejection_max_batches","primary_target","latent_surface_target","predictive_target","latent_state_target","mean_evaluation_points","mean_posterior_draws","mean_latent_integration_draws","mean_truth_latent_draws","covariance_jitter","forms_explicit_covariance_inverse","sampler_control_manifest","mcmc_gate_rule","mcmc_rhat_limit","mcmc_raw_ess_limit","mcmc_target_bulk_ess_limit","mcmc_target_tail_ess_limit","mcmc_target_n_points","measurement_n_iter","measurement_burn","measurement_thin","measurement_n_chains","measurement_rhat_limit","measurement_bulk_ess_limit","measurement_tail_ess_limit","ablation_gp_n_starts","ablation_gp_maxit","tau","calibration_grid","published_competitors","appendix_ablations"
"study2-publication-v14-alltasks-rfimp_q3-d2_A-fixed-nested_balanced-4-level_sigma0.12_exact-minimax-interwoven_common-random-numbers","primary",3,2,4,120,60,0.12,1,"gaussian",TRUE,"1.700;0.000;0.200;1.700;1.200;0.700","I3","shared X, U, score innovations, and response innovations","interwoven","minimax-tilted accept-reject (exact on successful completion)",100,1000,"m(x,c)=E[f(x,U)|C=c]","f(x,u)","Y_star_given_X_star_C_star","U_given_X_C_Y_and_calibration",8,12,16,100,0,FALSE,"study2_sampler_control_manifest_s2v15-q3-166acc743a12a2a0.csv","n_calib=0: predictive_Y_and_m_functionals; n_calib>0: hyperparameters_A_tau_and_missing_U",1.05,20,10,10,5,120,40,2,2,3,1,1,3,200,"-1.330302;0.000000;1.330302;-1.337124;0.000000;1.337124;-1.154540;0.000000;1.154540","6","UC-GP;LVGP;EzGP","PI-GP;CC-GP;Full-U GP"
