"sampler_strategy","kernel","matern_nu","n_chains","parallel_backend","parallel_cores","n_iter","burn","thin","saved_per_chain","total_saved_draws","max_rhat_hyper","max_rhat_A","max_rhat_tau","median_rhat_missing_U","max_rhat_missing_U","min_ess_key","mean_u_ess_accept","mean_global_u_accept","total_gp_evaluations","covariance_jitter","forms_explicit_covariance_inverse","time_seconds","rep","scenario","n_calib","mcmc_gate_rule","mcmc_rhat_limit","mcmc_raw_ess_limit","mcmc_target_bulk_ess_limit","mcmc_target_tail_ess_limit","mcmc_target_n_points","raw_coordinate_pass","target_functional_pass","predictive_max_rhat","predictive_min_bulk_ess","predictive_min_tail_ess","m_max_rhat","m_min_bulk_ess","m_min_tail_ess","mcmc_pass"
"interwoven","se",NA,1,"serial",1,120,40,2,40,40,NA,NA,NA,NA,NA,NA,0,0,1448,0,FALSE,1.62899999999991,1,"primary",6,"full_raw_coordinates_with_calibration",1.05,20,10,10,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE
