"schema_version","study","scenario","rep","n","n_test","q","d","m","data_seed","calibration_seed","file","bytes","md5","generator_tag","design_fingerprint","cell_id"
"1.1.0","study2","logistic_misspec",39,120,1000,4,2,4,1390001,1390002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep039.rds",47388,"66f4f9a283c4941641c0d57f8f6813d3","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",40,120,1000,4,2,4,1400001,1400002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep040.rds",47376,"44b33a11a725aa2514c5a7f52a107ef0","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",41,120,1000,4,2,4,1410001,1410002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep041.rds",47404,"4a64458ba6afa7941f03ae7a0560537c","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",42,120,1000,4,2,4,1420001,1420002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep042.rds",47408,"9fac9f2265b55e65757e5e4e0f5345a5","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",43,120,1000,4,2,4,1430001,1430002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep043.rds",47408,"b7dc3a1ab4a9e4ad3333218acbfb516d","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",44,120,1000,4,2,4,1440001,1440002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep044.rds",47392,"c80f9b2f8903973aa46b295417697537","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",45,120,1000,4,2,4,1450001,1450002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep045.rds",47364,"d70edcb3cccdabea3dd6ba6ae5c02c35","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",46,120,1000,4,2,4,1460001,1460002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep046.rds",46644,"dc8b73422f0b6f45b4ead3a9207d0bab","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",47,120,1000,4,2,4,1470001,1470002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep047.rds",47364,"293914482c53e6f6991bdb00d128a09e","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",48,120,1000,4,2,4,1480001,1480002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep048.rds",47428,"c3c5f0f8af1453ad5614d781c5338f1e","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",49,120,1000,4,2,4,1490001,1490002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep049.rds",46676,"0d6c0c7067a336665b6ce71df9b2186d","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","logistic_misspec",50,120,1000,4,2,4,1500001,1500002,"study2_logistic_misspec_q4_n120_ntest1000_m4_rep050.rds",46656,"e9c13adf84ef3936804d1b3adfaeb1c7","study2-synthetic-shared-state-v2","799d9ed9398fac7c0103a53ad06463eb","logistic_q4"
"1.1.0","study2","primary",1,120,2000,6,2,4,1010001,1010002,"study2_primary_q6_n120_ntest2000_m4_rep001.rds",89324,"b6005080fed899445a20628490cd012e","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",2,120,2000,6,2,4,1020001,1020002,"study2_primary_q6_n120_ntest2000_m4_rep002.rds",89428,"eb662ece6c12e93c0cbb08f161def35f","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",3,120,2000,6,2,4,1030001,1030002,"study2_primary_q6_n120_ntest2000_m4_rep003.rds",87780,"e735fe6c5a59d3697222831038f2a071","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",4,120,2000,6,2,4,1040001,1040002,"study2_primary_q6_n120_ntest2000_m4_rep004.rds",89308,"3d77727a8b43d868ce50b6e9a2589913","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",5,120,2000,6,2,4,1050001,1050002,"study2_primary_q6_n120_ntest2000_m4_rep005.rds",89412,"5a96a46af1963516639f9a39b74fd334","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",6,120,2000,6,2,4,1060001,1060002,"study2_primary_q6_n120_ntest2000_m4_rep006.rds",89456,"98e7a0927ca30676df86c8b99ee65ba1","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",7,120,2000,6,2,4,1070001,1070002,"study2_primary_q6_n120_ntest2000_m4_rep007.rds",89348,"364465883e4542248beac44da7b8f586","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",8,120,2000,6,2,4,1080001,1080002,"study2_primary_q6_n120_ntest2000_m4_rep008.rds",87948,"cd5e2bb6d67c34b7f874970988813ade","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",9,120,2000,6,2,4,1090001,1090002,"study2_primary_q6_n120_ntest2000_m4_rep009.rds",89348,"b600cc6e23d2a12257a46a913188e3c0","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",10,120,2000,6,2,4,1100001,1100002,"study2_primary_q6_n120_ntest2000_m4_rep010.rds",88368,"1ff50dda9022e5bf3f36c98188e272be","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",11,120,2000,6,2,4,1110001,1110002,"study2_primary_q6_n120_ntest2000_m4_rep011.rds",87700,"1f476e3417a2c0126c792d1d36d57b16","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",12,120,2000,6,2,4,1120001,1120002,"study2_primary_q6_n120_ntest2000_m4_rep012.rds",89392,"3a58db15cea5a7ab294f6fa33aa2f57f","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",13,120,2000,6,2,4,1130001,1130002,"study2_primary_q6_n120_ntest2000_m4_rep013.rds",87816,"6c356659e192bcfee8f5356484460dea","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",14,120,2000,6,2,4,1140001,1140002,"study2_primary_q6_n120_ntest2000_m4_rep014.rds",87840,"a8156981007508f02a75708c68521ee0","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",15,120,2000,6,2,4,1150001,1150002,"study2_primary_q6_n120_ntest2000_m4_rep015.rds",87800,"9b65e899107f7afad5caff0566051770","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",16,120,2000,6,2,4,1160001,1160002,"study2_primary_q6_n120_ntest2000_m4_rep016.rds",87788,"ee83e7284c6e25e19121f551d31f86e4","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",17,120,2000,6,2,4,1170001,1170002,"study2_primary_q6_n120_ntest2000_m4_rep017.rds",89348,"09f49544ee5691c97f4cbd57476fe4b7","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",18,120,2000,6,2,4,1180001,1180002,"study2_primary_q6_n120_ntest2000_m4_rep018.rds",87840,"cae8f97994f22cd033c389fd8fc63b1b","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",19,120,2000,6,2,4,1190001,1190002,"study2_primary_q6_n120_ntest2000_m4_rep019.rds",88080,"0db72ff05e9e8dc48c4f3a85633c856e","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",20,120,2000,6,2,4,1200001,1200002,"study2_primary_q6_n120_ntest2000_m4_rep020.rds",89264,"1111e497fc2419343c2bada738cd3ed0","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",21,120,2000,6,2,4,1210001,1210002,"study2_primary_q6_n120_ntest2000_m4_rep021.rds",89448,"36c364b1570082a86bf6d63e81eda0a0","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",22,120,2000,6,2,4,1220001,1220002,"study2_primary_q6_n120_ntest2000_m4_rep022.rds",88876,"5af84681eaf585ca8f51afabf3eff0c3","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",23,120,2000,6,2,4,1230001,1230002,"study2_primary_q6_n120_ntest2000_m4_rep023.rds",89352,"b5395fd44a0a26356145165e48d8250e","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",24,120,2000,6,2,4,1240001,1240002,"study2_primary_q6_n120_ntest2000_m4_rep024.rds",87732,"08a49047e0ce6dc7cfa9e7738df1b9cd","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",25,120,2000,6,2,4,1250001,1250002,"study2_primary_q6_n120_ntest2000_m4_rep025.rds",87836,"5320f3ed8980ffcc57e135b9be21d767","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",26,120,2000,6,2,4,1260001,1260002,"study2_primary_q6_n120_ntest2000_m4_rep026.rds",87752,"df42047661969d63227a54d802fd88d1","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",27,120,2000,6,2,4,1270001,1270002,"study2_primary_q6_n120_ntest2000_m4_rep027.rds",89372,"6dab2c6e99a58cd205d95d54b8de6a01","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",28,120,2000,6,2,4,1280001,1280002,"study2_primary_q6_n120_ntest2000_m4_rep028.rds",87800,"74342b9c20a60a52b6b6b2953cf7114a","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",29,120,2000,6,2,4,1290001,1290002,"study2_primary_q6_n120_ntest2000_m4_rep029.rds",88452,"77dfa9959c683cbfb0df804836ad4b94","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",30,120,2000,6,2,4,1300001,1300002,"study2_primary_q6_n120_ntest2000_m4_rep030.rds",87704,"be9565b840550bce5a2f03a884bc9397","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",31,120,2000,6,2,4,1310001,1310002,"study2_primary_q6_n120_ntest2000_m4_rep031.rds",87988,"aac8138d2276af304b97c4effe78ed49","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",32,120,2000,6,2,4,1320001,1320002,"study2_primary_q6_n120_ntest2000_m4_rep032.rds",87956,"b3465eed85d614acce91fc6991655749","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",33,120,2000,6,2,4,1330001,1330002,"study2_primary_q6_n120_ntest2000_m4_rep033.rds",87796,"34a505bac5d41e2baa84e4748c4fe6b8","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",34,120,2000,6,2,4,1340001,1340002,"study2_primary_q6_n120_ntest2000_m4_rep034.rds",89404,"4c2f4dba90cd9a7ea6ea10176788a769","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",35,120,2000,6,2,4,1350001,1350002,"study2_primary_q6_n120_ntest2000_m4_rep035.rds",88620,"4c5a71c320c44dd65827106d9daaf5af","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",36,120,2000,6,2,4,1360001,1360002,"study2_primary_q6_n120_ntest2000_m4_rep036.rds",89160,"822c6d76baa2c418cb878bb6dc1aa025","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",37,120,2000,6,2,4,1370001,1370002,"study2_primary_q6_n120_ntest2000_m4_rep037.rds",89440,"dad3ea1d5306afa214da314b0745579f","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",38,120,2000,6,2,4,1380001,1380002,"study2_primary_q6_n120_ntest2000_m4_rep038.rds",87660,"4c7b385ee0d3498cad1a9faf1051eb0a","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",39,120,2000,6,2,4,1390001,1390002,"study2_primary_q6_n120_ntest2000_m4_rep039.rds",89420,"9a9157661aa576eff076ef63212315c7","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",40,120,2000,6,2,4,1400001,1400002,"study2_primary_q6_n120_ntest2000_m4_rep040.rds",88440,"993a54aa56738037a5e1807f82a08ca4","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",41,120,2000,6,2,4,1410001,1410002,"study2_primary_q6_n120_ntest2000_m4_rep041.rds",87780,"9c19991839a6d55ec5ba3b9d8db7a36c","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",42,120,2000,6,2,4,1420001,1420002,"study2_primary_q6_n120_ntest2000_m4_rep042.rds",89400,"272350a484a5c79dbf722d1451df4179","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",43,120,2000,6,2,4,1430001,1430002,"study2_primary_q6_n120_ntest2000_m4_rep043.rds",88640,"5f8eb68151d7823e3d5de4d09630d15e","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",44,120,2000,6,2,4,1440001,1440002,"study2_primary_q6_n120_ntest2000_m4_rep044.rds",89356,"6b030a91631d11091da81849141d551a","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",45,120,2000,6,2,4,1450001,1450002,"study2_primary_q6_n120_ntest2000_m4_rep045.rds",89380,"bc5641a200cd93f21ad74347b924b5d8","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",46,120,2000,6,2,4,1460001,1460002,"study2_primary_q6_n120_ntest2000_m4_rep046.rds",87800,"d1934adc77c89429414a6478708d0b83","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",47,120,2000,6,2,4,1470001,1470002,"study2_primary_q6_n120_ntest2000_m4_rep047.rds",89440,"a8c4360731484eb5ddb6357f45f7efeb","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",48,120,2000,6,2,4,1480001,1480002,"study2_primary_q6_n120_ntest2000_m4_rep048.rds",87804,"e94a43b7b02c21ba8672fa437c68ecf7","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",49,120,2000,6,2,4,1490001,1490002,"study2_primary_q6_n120_ntest2000_m4_rep049.rds",87852,"b02c93cd6e32453ffa9b554000579fbb","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
"1.1.0","study2","primary",50,120,2000,6,2,4,1500001,1500002,"study2_primary_q6_n120_ntest2000_m4_rep050.rds",87836,"a5e496635f2c861dea681b2bcde5d83b","study2-synthetic-shared-state-v2","3f0eac1fc801b38f61a74cc872060d22","primary_q6"
