"rep_id","calib_seed","c","source_row","sample_row_id","cruise","in_calib_10","in_calib_25","in_calib_50","selection_rank_within_class","x_temperature","x_salinity"
2,2026081302,1,2847,3,"ECOHAB_3",1,1,1,1,13.2,32.2
2,2026081302,1,1095,1,"ECOHAB_1",0,1,1,2,12.53,31.59
2,2026081302,1,5771,6,"ECOHAB_5",0,0,1,3,13.21,32.69
2,2026081302,2,7458,26,"ECOHAB_6",1,1,1,1,12.41,32.08
2,2026081302,2,6298,23,"ECOHAB_5",1,1,1,2,13.89,31.94
2,2026081302,2,2762,15,"ECOHAB_3",0,1,1,3,13.34,32.27
2,2026081302,2,273,7,"ECOHAB_1",0,1,1,4,12.9,31.17
2,2026081302,2,6720,25,"ECOHAB_6",0,1,1,5,14.65,32.26
2,2026081302,2,2818,17,"ECOHAB_3",0,0,1,6,15.96,32.05
2,2026081302,2,2734,14,"ECOHAB_3",0,0,1,7,16.83,32.05
2,2026081302,2,2777,16,"ECOHAB_3",0,0,1,8,15.46,32.08
2,2026081302,2,2329,13,"ECOHAB_2",0,0,1,9,14.3,32.01
2,2026081302,2,3453,22,"ECOHAB_3",0,0,1,10,13.08,32.35
2,2026081302,3,2486,31,"ECOHAB_2",1,1,1,1,13.2,31.98
2,2026081302,3,6301,37,"ECOHAB_5",1,1,1,2,13.75,31.95
2,2026081302,3,3598,36,"ECOHAB_3",0,1,1,3,12.89,32.29
2,2026081302,3,6436,38,"ECOHAB_6",0,1,1,4,11.33,33.1
2,2026081302,3,1608,29,"ECOHAB_2",0,0,1,5,13.3,31.98
2,2026081302,3,3367,35,"ECOHAB_3",0,0,1,6,12.57,32.3
2,2026081302,3,1815,30,"ECOHAB_2",0,0,1,7,13.5,32.04
2,2026081302,4,3295,49,"ECOHAB_3",1,1,1,1,12.27,32.31
2,2026081302,4,5787,55,"ECOHAB_5",1,1,1,2,12.35,32.6
2,2026081302,4,7242,61,"ECOHAB_6",0,1,1,3,11.5,32.24
2,2026081302,4,1904,45,"ECOHAB_2",0,1,1,4,12.5,31.85
2,2026081302,4,5786,54,"ECOHAB_5",0,1,1,5,12.94,32.49
2,2026081302,4,7465,62,"ECOHAB_6",0,1,1,6,12.99,32.2
2,2026081302,4,7541,63,"ECOHAB_6",0,0,1,7,12.37,32.2
2,2026081302,4,607,41,"ECOHAB_1",0,0,1,8,9.58,32.15
2,2026081302,4,4591,51,"ECOHAB_4",0,0,1,9,12.76,31.94
2,2026081302,4,6597,57,"ECOHAB_6",0,0,1,10,11.85,32.2
2,2026081302,4,5773,53,"ECOHAB_5",0,0,1,11,10.74,32.78
2,2026081302,4,2487,48,"ECOHAB_2",0,0,1,12,13,32.01
2,2026081302,5,6075,75,"ECOHAB_5",1,1,1,1,10.64,32.67
2,2026081302,5,2000,67,"ECOHAB_2",0,1,1,2,12.1,32.13
2,2026081302,5,1697,66,"ECOHAB_2",0,1,1,3,11.9,31.69
2,2026081302,5,5875,73,"ECOHAB_5",0,0,1,4,10.28,32.46
2,2026081302,5,6896,78,"ECOHAB_6",0,0,1,5,11.57,32.11
2,2026081302,5,1257,65,"ECOHAB_1",0,0,1,6,10.3,31.82
2,2026081302,5,2275,68,"ECOHAB_2",0,0,1,7,11.5,32.4
2,2026081302,6,7040,99,"ECOHAB_6",1,1,1,1,10.91,32.56
2,2026081302,6,2420,87,"ECOHAB_2",1,1,1,2,10.7,32.36
2,2026081302,6,6325,94,"ECOHAB_6",0,1,1,3,12.97,30.21
2,2026081302,6,322,80,"ECOHAB_1",0,1,1,4,10.27,31.61
2,2026081302,6,2540,88,"ECOHAB_2",0,1,1,5,11.2,31.29
2,2026081302,6,1247,83,"ECOHAB_1",0,0,1,6,9.46,31.81
2,2026081302,6,5967,91,"ECOHAB_5",0,0,1,7,10.65,32
2,2026081302,6,1847,85,"ECOHAB_2",0,0,1,8,9.44,32.53
2,2026081302,6,5997,92,"ECOHAB_5",0,0,1,9,10.73,32.68
2,2026081302,6,2276,86,"ECOHAB_2",0,0,1,10,9,32.74
2,2026081302,6,6337,95,"ECOHAB_6",0,0,1,11,12.5,30.6
