"rep_id","calib_seed","c","source_row","sample_row_id","cruise","in_calib_10","in_calib_25","in_calib_50","selection_rank_within_class","x_temperature","x_salinity"
5,2026081305,1,2656,2,"ECOHAB_3",1,1,1,1,16.7,31.45
5,2026081305,1,5640,5,"ECOHAB_5",0,1,1,2,13.61,32.29
5,2026081305,1,5771,6,"ECOHAB_5",0,0,1,3,13.21,32.69
5,2026081305,2,2915,18,"ECOHAB_3",1,1,1,1,15.75,32.05
5,2026081305,2,6720,25,"ECOHAB_6",1,1,1,2,14.65,32.26
5,2026081305,2,2777,16,"ECOHAB_3",0,1,1,3,15.46,32.08
5,2026081305,2,2974,20,"ECOHAB_3",0,1,1,4,14.61,32.05
5,2026081305,2,6471,24,"ECOHAB_6",0,1,1,5,13.68,32.52
5,2026081305,2,1413,8,"ECOHAB_2",0,0,1,6,11,32.96
5,2026081305,2,2305,11,"ECOHAB_2",0,0,1,7,15,31.94
5,2026081305,2,2762,15,"ECOHAB_3",0,0,1,8,13.34,32.27
5,2026081305,2,2963,19,"ECOHAB_3",0,0,1,9,14.78,32.08
5,2026081305,2,6298,23,"ECOHAB_5",0,0,1,10,13.89,31.94
5,2026081305,3,2486,31,"ECOHAB_2",1,1,1,1,13.2,31.98
5,2026081305,3,3598,36,"ECOHAB_3",1,1,1,2,12.89,32.29
5,2026081305,3,3367,35,"ECOHAB_3",0,1,1,3,12.57,32.3
5,2026081305,3,1423,28,"ECOHAB_2",0,1,1,4,12.2,32.51
5,2026081305,3,7053,39,"ECOHAB_6",0,0,1,5,13.36,32.24
5,2026081305,3,6301,37,"ECOHAB_5",0,0,1,6,13.75,31.95
5,2026081305,3,2672,33,"ECOHAB_3",0,0,1,7,13.29,32.06
5,2026081305,4,3295,49,"ECOHAB_3",1,1,1,1,12.27,32.31
5,2026081305,4,6649,59,"ECOHAB_6",1,1,1,2,12.29,32.18
5,2026081305,4,6599,58,"ECOHAB_6",0,1,1,3,10.14,32.39
5,2026081305,4,5787,55,"ECOHAB_5",0,1,1,4,12.35,32.6
5,2026081305,4,3441,50,"ECOHAB_3",0,1,1,5,11.36,32.49
5,2026081305,4,4591,51,"ECOHAB_4",0,1,1,6,12.76,31.94
5,2026081305,4,7242,61,"ECOHAB_6",0,0,1,7,11.5,32.24
5,2026081305,4,7541,63,"ECOHAB_6",0,0,1,8,12.37,32.2
5,2026081305,4,1740,43,"ECOHAB_2",0,0,1,9,13.9,31.63
5,2026081305,4,6597,57,"ECOHAB_6",0,0,1,10,11.85,32.2
5,2026081305,4,2487,48,"ECOHAB_2",0,0,1,11,13,32.01
5,2026081305,4,483,40,"ECOHAB_1",0,0,1,12,10.56,31.43
5,2026081305,5,6008,74,"ECOHAB_5",1,1,1,1,12,32.67
5,2026081305,5,4673,72,"ECOHAB_4",0,1,1,2,12.79,32.08
5,2026081305,5,6122,76,"ECOHAB_5",0,1,1,3,11.01,32.39
5,2026081305,5,4296,71,"ECOHAB_4",0,0,1,4,11.08,31.79
5,2026081305,5,6896,78,"ECOHAB_6",0,0,1,5,11.57,32.11
5,2026081305,5,4295,70,"ECOHAB_4",0,0,1,6,11.79,31.68
5,2026081305,5,1697,66,"ECOHAB_2",0,0,1,7,11.9,31.69
5,2026081305,6,5646,90,"ECOHAB_5",1,1,1,1,11.17,31.53
5,2026081305,6,7040,99,"ECOHAB_6",1,1,1,2,10.91,32.56
5,2026081305,6,964,81,"ECOHAB_1",0,1,1,3,9.88,31.28
5,2026081305,6,322,80,"ECOHAB_1",0,1,1,4,10.27,31.61
5,2026081305,6,1663,84,"ECOHAB_2",0,1,1,5,9.75,32.52
5,2026081305,6,6211,93,"ECOHAB_5",0,0,1,6,11.1,31.61
5,2026081305,6,297,79,"ECOHAB_1",0,0,1,7,9.47,31.91
5,2026081305,6,1847,85,"ECOHAB_2",0,0,1,8,9.44,32.53
5,2026081305,6,2420,87,"ECOHAB_2",0,0,1,9,10.7,32.36
5,2026081305,6,2540,88,"ECOHAB_2",0,0,1,10,11.2,31.29
5,2026081305,6,6423,96,"ECOHAB_6",0,0,1,11,10.63,33.39
